box,date,time,pick_time
44,2014-01-06,18:44:27.726148,11577.030000
45,2014-01-06,18:44:38.602971,10876.823000
46,2014-01-06,18:44:51.141657,12538.686000
47,2014-01-06,18:45:02.554276,11412.619000
48,2014-01-06,18:45:12.701600,10147.324000
49,2014-01-06,18:45:23.637963,10936.363000
50,2014-01-06,18:45:33.507493,9869.530000
51,2014-01-06,18:45:44.155096,10647.603000
52,2014-01-06,18:45:57.978969,13823.873000
53,2014-01-06,18:46:09.494313,11515.344000
54,2014-01-06,18:46:21.146219,11651.906000
55,2014-01-06,18:46:31.327161,10180.942000
56,2014-01-06,18:46:43.216441,11889.280000
57,2014-01-06,18:46:54.440113,11223.672000
58,2014-01-06,18:47:10.228700,15788.587000
59,2014-01-06,18:47:20.506681,10277.981000
60,2014-01-06,18:47:30.932488,10425.807000
61,2014-01-06,18:47:39.814782,8882.294000
62,2014-01-06,18:47:48.816018,9001.236000
63,2014-01-06,18:48:01.645958,12829.940000
64,2014-01-06,18:48:10.592698,8946.740000
65,2014-01-06,18:48:20.366322,9773.624000
66,2014-01-06,18:48:30.117862,9751.540000
67,2014-01-06,18:48:39.455506,9337.644000
68,2014-01-06,18:48:50.137868,10682.362000
69,2014-01-06,18:48:59.536580,9398.712000
70,2014-01-06,18:49:08.646294,9109.714000
71,2014-01-06,18:49:18.054056,9407.762000
72,2014-01-06,18:49:27.584610,9530.554000
73,2014-01-06,18:49:36.516118,8931.508000
74,2014-01-06,18:49:45.597880,9081.762000
75,2014-01-06,18:49:55.230459,9632.579000
76,2014-01-06,18:50:54.167012,58936.553000
77,2014-01-06,18:51:22.561666,28394.654000
78,2014-01-06,18:52:50.295235,87733.569000
79,2014-01-06,18:53:01.756274,11461.039000
80,2014-01-06,18:53:20.038835,18282.561000
81,2014-01-06,18:53:33.016841,12978.006000
82,2014-01-06,18:55:50.730496,137713.655000
83,2014-01-06,18:56:01.880168,11149.672000
84,2014-01-06,18:56:13.262518,11382.350000
85,2014-01-06,18:56:22.959370,9696.852000
86,2014-01-06,18:56:33.745499,10786.129000
87,2014-01-06,18:56:47.084573,13339.074000
88,2014-01-06,18:56:58.729885,11645.312000
89,2014-01-06,18:57:10.073646,11343.761000
90,2014-01-06,18:57:21.726512,11652.866000
91,2014-01-06,18:57:32.798917,11072.405000
92,2014-01-06,18:57:41.684483,8885.566000
93,2014-01-06,18:57:50.677347,8992.864000
94,2014-01-06,18:58:00.748263,10070.916000
95,2014-01-06,19:33:53.179128,2152430.865000
96,2014-01-06,19:34:03.605494,10426.366000
97,2014-01-06,19:34:12.603252,8997.758000
98,2014-01-06,19:34:22.039666,9436.414000
99,2014-01-06,19:34:31.694627,9654.961000
100,2014-01-06,19:34:41.774904,10080.277000
101,2014-01-06,19:34:50.558855,8783.951000
102,2014-01-06,19:35:01.266226,10707.371000
103,2014-01-06,19:35:11.170677,9904.451000
104,2014-01-06,19:35:21.014176,9843.499000
105,2014-01-06,19:35:30.830721,9816.545000
106,2014-01-06,19:35:41.113609,10282.888000
107,2014-01-06,19:35:50.563870,9450.261000
108,2014-01-06,19:35:59.996508,9432.638000
109,2014-01-06,19:36:09.711055,9714.547000
110,2014-01-06,19:36:19.360746,9649.691000
111,2014-01-06,19:39:38.915909,199555.163000
112,2014-01-06,19:39:49.913207,10997.298000
113,2014-01-06,19:40:02.412309,12499.102000
114,2014-01-06,19:40:15.518352,13106.043000
115,2014-01-06,19:40:26.170841,10652.489000
116,2014-01-06,19:40:36.817357,10646.516000
117,2014-01-06,19:40:47.430699,10613.342000
118,2014-01-06,19:40:58.411729,10981.030000
119,2014-01-06,19:41:10.071507,11659.778000
120,2014-01-06,19:41:22.032996,11961.489000
121,2014-01-06,19:41:33.606016,11573.020000
122,2014-01-06,19:41:42.813119,9207.103000
123,2014-01-06,19:41:52.788237,9975.118000
124,2014-01-06,19:42:03.674853,10886.616000
125,2014-01-06,19:42:12.996158,9321.305000
126,2014-01-06,19:42:22.579794,9583.636000
127,2014-01-06,19:42:31.416510,8836.716000
128,2014-01-06,19:42:40.739246,9322.736000
129,2014-01-06,19:42:49.892847,9153.601000
130,2014-01-06,19:42:59.309993,9417.146000
131,2014-01-06,19:43:09.464234,10154.241000
132,2014-01-06,19:43:18.998602,9534.368000
133,2014-01-06,19:43:28.424270,9425.668000
134,2014-01-06,19:43:37.616914,9192.644000
135,2014-01-06,19:43:47.513565,9896.651000
136,2014-01-06,19:45:33.913244,106399.679000
137,2014-01-06,19:45:45.362522,11449.278000
138,2014-01-06,19:45:56.158029,10795.507000
139,2014-01-06,19:46:06.293463,10135.434000
140,2014-01-06,19:46:16.874050,10580.587000
141,2014-01-06,19:46:29.238143,12364.093000
142,2014-01-06,19:46:38.324775,9086.632000
143,2014-01-06,19:46:48.164534,9839.759000
144,2014-01-06,19:46:58.020332,9855.798000
145,2014-01-06,19:47:09.193440,11173.108000
146,2014-01-06,19:47:18.295001,9101.561000
147,2014-01-06,19:47:27.225740,8930.739000
148,2014-01-06,19:47:37.009370,9783.630000
149,2014-01-06,19:47:45.850044,8840.674000
150,2014-01-06,19:47:54.761709,8911.665000
151,2014-01-06,19:48:04.588905,9827.196000
152,2014-01-06,19:48:13.786143,9197.238000
153,2014-01-06,19:48:22.821588,9035.445000
154,2014-01-06,19:48:33.522077,10700.489000
155,2014-01-06,19:48:43.199702,9677.625000
156,2014-01-06,19:48:53.471237,10271.535000
157,2014-01-06,19:49:03.391716,9920.479000
158,2014-01-06,20:55:32.157404,8883.042000
159,2014-01-06,20:55:44.018540,11861.136000
160,2014-01-06,20:55:52.918062,8899.522000
161,2014-01-06,20:56:33.467143,40549.081000
162,2014-01-06,20:56:43.440614,9973.471000
163,2014-01-06,20:56:54.335114,10894.500000
164,2014-01-06,20:57:04.396575,10061.461000
165,2014-01-06,20:57:14.790433,10393.858000
166,2014-01-06,20:57:24.392985,9602.552000
167,2014-01-06,20:57:33.911349,9518.364000
168,2014-01-06,20:57:42.846723,8935.374000
169,2014-01-06,20:57:52.115840,9269.117000
170,2014-01-06,20:58:02.203291,10087.451000
171,2014-01-06,20:58:24.999991,22796.700000
172,2014-01-06,20:58:33.940895,8940.904000
173,2014-01-06,20:58:43.026381,9085.486000
174,2014-01-06,20:59:24.139641,41113.260000
175,2014-01-06,20:59:37.010523,12870.882000
176,2014-01-06,20:59:50.516699,13506.176000
177,2014-01-06,21:00:01.982990,11466.291000
178,2014-01-06,21:00:11.372084,9389.094000
179,2014-01-06,21:00:20.693398,9321.314000
180,2014-01-06,21:00:39.486503,18793.105000
181,2014-01-06,21:00:50.048981,10562.478000
182,2014-01-06,21:01:59.825270,69776.289000
183,2014-01-06,21:02:15.297714,15472.444000
184,2014-01-06,21:02:27.661517,12363.803000
185,2014-01-06,21:03:01.110991,33449.474000
186,2014-01-06,21:03:11.908475,10797.484000
187,2014-01-06,21:03:32.643798,20735.323000
188,2014-01-06,21:03:42.972018,10328.220000
189,2014-01-06,21:03:52.523607,9551.589000
190,2014-01-06,21:04:03.177036,10653.429000
191,2014-01-06,21:04:13.254588,10077.552000
192,2014-01-06,21:04:22.047390,8792.802000
193,2014-01-06,21:04:33.107795,11060.405000
194,2014-01-06,21:04:47.167686,14059.891000
195,2014-01-06,21:04:57.228230,10060.544000
196,2014-01-06,21:05:06.471064,9242.834000
197,2014-01-06,21:05:15.643136,9172.072000
198,2014-01-06,21:05:25.676157,10033.021000
199,2014-01-06,21:05:36.503569,10827.412000
200,2014-01-06,21:05:46.232095,9728.526000
201,2014-01-06,21:05:55.437250,9205.155000
202,2014-01-06,21:06:05.244344,9807.094000
203,2014-01-06,21:07:18.648304,73403.960000
204,2014-01-06,21:07:28.503406,9855.102000
205,2014-01-06,21:07:41.237512,12734.106000
206,2014-01-06,21:07:52.512871,11275.359000
207,2014-01-06,21:08:04.098410,11585.539000
208,2014-01-06,21:08:13.697898,9599.488000
209,2014-01-06,21:08:24.558265,10860.367000
210,2014-01-06,21:08:35.819619,11261.354000
211,2014-01-06,21:08:47.445845,11626.226000
212,2014-01-06,21:08:58.414264,10968.419000
213,2014-01-06,21:09:09.420690,11006.426000
214,2014-01-06,21:09:20.512186,11091.496000
215,2014-01-06,21:09:31.822571,11310.385000
216,2014-01-06,21:09:41.712278,9889.707000
217,2014-01-06,21:09:52.340482,10628.204000
218,2014-01-06,21:10:04.866732,12526.250000
219,2014-01-06,21:10:15.751089,10884.357000
220,2014-01-06,21:10:26.819921,11068.832000
221,2014-01-06,21:10:37.959896,11139.975000
222,2014-01-06,21:10:49.852154,11892.258000
223,2014-01-06,21:11:02.631326,12779.172000
224,2014-01-06,21:11:14.925662,12294.336000
225,2014-01-06,21:11:26.453869,11528.207000
226,2014-01-06,21:11:35.212582,8758.713000
227,2014-01-06,21:11:44.516590,9304.008000
228,2014-01-06,21:11:55.673772,11157.182000
229,2014-01-06,21:12:16.959487,21285.715000
230,2014-01-06,21:12:27.108405,10148.918000
231,2014-01-06,21:12:36.001186,8892.781000
232,2014-01-06,21:12:45.244439,9243.253000
233,2014-01-06,21:12:55.521263,10276.824000
234,2014-01-06,21:13:04.712637,9191.374000
235,2014-01-06,21:13:14.114329,9401.692000
236,2014-01-06,21:13:26.103885,11989.556000
237,2014-01-06,21:13:36.073109,9969.224000
238,2014-01-06,21:13:46.906658,10833.549000
239,2014-01-06,21:13:56.921253,10014.595000
240,2014-01-06,21:14:05.833999,8912.746000
241,2014-01-06,21:14:15.237405,9403.406000
242,2014-01-06,21:14:24.969037,9731.632000
243,2014-01-06,21:14:35.390406,10421.369000
244,2014-01-06,21:14:45.282365,9891.959000
245,2014-01-06,21:14:54.943781,9661.416000
246,2014-01-06,21:15:05.352118,10408.337000
247,2014-01-06,21:15:15.205778,9853.660000
248,2014-01-06,21:15:24.971327,9765.549000
249,2014-01-06,21:15:33.964071,8992.744000
250,2014-01-06,21:15:43.589253,9625.182000
251,2014-01-06,21:15:53.652324,10063.071000
252,2014-01-06,21:16:31.166964,37514.640000
253,2014-01-06,21:17:56.758649,85591.685000
254,2014-01-06,21:18:16.554792,19796.143000
255,2014-01-06,21:18:32.061368,15506.576000
256,2014-01-06,21:18:43.377605,11316.237000
257,2014-01-06,21:20:15.041366,91663.761000
258,2014-01-06,21:20:26.040226,10998.860000
259,2014-01-06,21:20:37.693147,11652.921000
260,2014-01-06,21:21:11.776598,34083.451000
261,2014-01-06,21:21:23.462534,11685.936000
262,2014-01-06,21:21:34.097883,10635.349000
263,2014-01-06,21:21:46.415149,12317.266000
264,2014-01-06,21:21:57.938786,11523.637000
265,2014-01-06,21:22:08.527907,10589.121000
266,2014-01-06,21:22:20.831347,12303.440000
267,2014-01-06,21:23:16.164050,55332.703000
268,2014-01-06,21:23:27.192396,11028.346000
269,2014-01-06,21:23:38.227865,11035.469000
270,2014-01-06,21:24:20.568754,42340.889000
271,2014-01-06,21:24:32.006980,11438.226000
272,2014-01-06,21:24:41.539740,9532.760000
273,2014-01-06,21:24:50.825389,9285.649000
274,2014-01-06,21:25:00.623871,9798.482000
275,2014-01-06,21:25:09.232688,8608.817000
276,2014-01-06,21:25:19.335159,10102.471000
277,2014-01-06,21:25:28.229917,8894.758000
278,2014-01-06,21:25:37.209013,8979.096000
279,2014-01-06,21:25:49.071378,11862.365000
280,2014-01-06,21:26:01.763444,12692.066000
281,2014-01-06,21:26:11.283669,9520.225000
282,2014-01-06,21:26:21.296135,10012.466000
283,2014-01-06,21:26:31.300863,10004.728000
284,2014-01-06,21:26:40.615941,9315.078000
285,2014-01-06,21:26:51.960754,11344.813000
286,2014-01-06,21:27:01.762548,9801.794000
287,2014-01-06,21:27:11.316961,9554.413000
288,2014-01-06,21:27:21.077573,9760.612000
289,2014-01-06,21:27:30.186451,9108.878000
290,2014-01-06,21:29:45.602658,135416.207000
291,2014-01-06,21:29:57.274938,11672.280000
292,2014-01-06,21:30:08.495426,11220.488000
293,2014-01-06,21:30:18.644887,10149.461000
294,2014-01-06,21:31:22.189624,63544.737000
295,2014-01-06,21:31:33.272041,11082.417000
296,2014-01-06,21:31:45.938397,12666.356000
297,2014-01-06,21:31:56.107229,10168.832000
298,2014-01-06,21:32:07.364095,11256.866000
299,2014-01-06,21:32:18.604456,11240.361000
300,2014-01-06,21:32:29.420001,10815.545000
301,2014-01-06,21:32:42.105351,12685.350000
302,2014-01-06,21:32:57.093887,14988.536000
303,2014-01-06,21:33:07.820380,10726.493000
304,2014-01-06,21:33:19.670742,11850.362000
305,2014-01-06,21:33:32.778932,13108.190000
306,2014-01-06,21:33:44.166091,11387.159000
307,2014-01-06,21:33:53.516287,9350.196000
308,2014-01-06,21:34:02.409581,8893.294000
309,2014-01-06,21:34:12.599158,10189.577000
310,2014-01-06,21:34:22.337537,9738.379000
311,2014-01-06,21:34:32.997112,10659.575000
312,2014-01-06,21:35:15.667740,42670.628000
313,2014-01-06,21:35:26.137235,10469.495000
314,2014-01-06,21:35:35.463866,9326.631000
315,2014-01-06,21:35:44.777617,9313.751000
316,2014-01-06,21:35:54.102274,9324.657000
317,2014-01-06,21:36:04.402664,10300.390000
318,2014-01-06,21:38:36.196911,151794.247000
319,2014-01-06,21:38:47.210097,11013.186000
320,2014-01-06,21:38:56.109817,8899.720000
321,2014-01-06,21:39:06.804268,10694.451000
322,2014-01-06,21:39:18.266589,11462.321000
323,2014-01-06,21:39:27.698204,9431.615000
324,2014-01-06,21:39:37.744816,10046.612000
325,2014-01-06,21:39:47.944291,10199.475000
326,2014-01-06,21:39:57.173985,9229.694000
327,2014-01-06,21:40:07.112134,9938.149000
328,2014-01-06,21:40:17.026150,9914.016000
329,2014-01-06,21:40:26.805637,9779.487000
330,2014-01-06,21:40:36.514217,9708.580000
331,2014-01-06,21:40:46.453762,9939.545000
332,2014-01-06,21:40:55.543481,9089.719000
333,2014-01-06,21:41:05.403048,9859.567000
334,2014-01-06,21:41:15.240852,9837.804000
335,2014-01-06,21:43:52.360134,157119.282000
336,2014-01-06,21:44:05.537989,13177.855000
337,2014-01-06,21:44:16.114722,10576.733000
338,2014-01-06,21:44:26.117020,10002.298000
339,2014-01-06,21:44:43.082978,16965.958000
340,2014-01-06,21:44:54.965892,11882.914000
341,2014-01-06,21:45:06.997051,12031.159000
342,2014-01-06,21:45:16.920560,9923.509000
343,2014-01-06,21:45:28.045267,11124.707000
344,2014-01-06,21:45:40.958354,12913.087000
345,2014-01-06,21:45:55.833935,14875.581000
346,2014-01-06,21:46:09.116002,13282.067000
347,2014-01-06,21:46:20.849312,11733.310000
348,2014-01-06,21:46:33.253753,12404.441000
349,2014-01-06,21:46:48.931203,15677.450000
350,2014-01-06,21:47:00.391585,11460.382000
351,2014-01-06,21:47:09.800457,9408.872000
352,2014-01-06,21:47:25.136719,15336.262000
353,2014-01-06,21:47:40.417918,15281.199000
354,2014-01-06,21:47:50.697233,10279.315000
355,2014-01-06,21:48:01.139809,10442.576000
356,2014-01-06,21:48:10.390774,9250.965000
357,2014-01-06,21:48:21.331874,10941.100000
358,2014-01-06,21:48:31.558369,10226.495000
359,2014-01-06,21:48:41.567121,10008.752000
360,2014-01-06,21:48:50.638642,9071.521000
361,2014-01-06,21:49:01.046098,10407.456000
362,2014-01-06,21:49:11.168490,10122.392000
363,2014-01-06,21:49:21.444040,10275.550000
364,2014-01-06,21:49:30.734717,9290.677000
365,2014-01-06,21:49:40.654311,9919.594000
366,2014-01-06,21:49:50.688919,10034.608000
367,2014-01-06,21:52:53.000494,182311.575000
368,2014-01-06,21:53:04.042711,11042.217000
369,2014-01-06,21:53:19.154581,15111.870000
370,2014-01-06,21:53:31.056614,11902.033000
371,2014-01-06,21:53:41.923212,10866.598000
372,2014-01-06,21:53:52.422749,10499.537000
373,2014-01-06,21:54:03.432974,11010.225000
374,2014-01-06,21:54:14.154730,10721.756000
375,2014-01-06,21:54:24.439227,10284.497000
376,2014-01-06,21:54:36.695281,12256.054000
377,2014-01-06,21:54:48.035010,11339.729000
378,2014-01-06,21:54:58.310059,10275.049000
379,2014-01-06,21:55:09.954424,11644.365000
380,2014-01-06,21:55:18.567245,8612.821000
381,2014-01-06,21:55:29.178785,10611.540000
382,2014-01-06,21:55:41.395864,12217.079000
383,2014-01-06,21:55:52.591633,11195.769000
384,2014-01-06,21:56:04.126304,11534.671000
385,2014-01-06,21:56:14.988169,10861.865000
386,2014-01-06,21:56:25.489423,10501.254000
387,2014-01-06,21:56:35.536971,10047.548000
388,2014-01-06,21:56:45.941482,10404.511000
389,2014-01-06,21:56:55.719120,9777.638000
390,2014-01-06,21:57:05.119653,9400.533000
391,2014-01-06,21:57:15.516560,10396.907000
392,2014-01-06,21:57:25.016868,9500.308000
393,2014-01-06,21:57:35.111430,10094.562000
394,2014-01-06,21:57:45.079134,9967.704000
395,2014-01-06,21:57:54.556877,9477.743000
396,2014-01-06,21:58:05.197969,10641.092000
397,2014-01-06,21:58:14.790553,9592.584000
398,2014-01-06,21:58:24.182181,9391.628000
399,2014-01-06,21:58:35.101845,10919.664000
400,2014-01-06,21:58:45.813469,10711.624000
401,2014-01-06,21:58:55.504690,9691.221000
402,2014-01-06,21:59:04.242492,8737.802000
403,2014-01-06,21:59:12.774221,8531.729000
404,2014-01-06,22:00:05.291691,52517.470000
405,2014-01-06,22:00:17.746782,12455.091000
406,2014-01-06,22:00:29.345058,11598.276000
407,2014-01-06,22:00:40.803444,11458.386000
408,2014-01-06,22:00:51.758849,10955.405000
409,2014-01-06,22:01:04.866915,13108.066000
410,2014-01-06,22:01:15.198631,10331.716000
411,2014-01-06,22:01:24.450225,9251.594000
412,2014-01-06,22:01:36.130497,11680.272000
413,2014-01-06,22:01:46.123958,9993.461000
414,2014-01-06,22:01:55.354743,9230.785000
415,2014-01-06,22:02:05.375045,10020.302000
416,2014-01-06,22:02:14.707742,9332.697000
417,2014-01-06,22:02:30.170543,15462.801000
418,2014-01-06,22:02:44.872448,14701.905000
419,2014-01-06,22:02:54.420980,9548.532000
420,2014-01-06,22:03:03.580595,9159.615000
421,2014-01-06,22:03:13.115294,9534.699000
422,2014-01-06,22:03:23.826700,10711.406000
423,2014-01-06,22:03:33.518772,9692.072000
424,2014-01-06,22:26:20.134998,8797.677000
425,2014-01-06,22:26:29.167703,9032.705000
426,2014-01-06,22:26:38.107471,8939.768000
427,2014-01-06,22:26:47.420119,9312.648000
428,2014-01-06,22:26:57.077621,9657.502000
429,2014-01-06,22:27:06.282516,9204.895000
430,2014-01-06,22:27:15.339048,9056.532000
431,2014-01-06,22:27:25.718558,10379.510000
432,2014-01-06,22:27:35.017216,9298.658000
433,2014-01-06,22:27:44.122829,9105.613000
434,2014-01-06,22:27:53.873409,9750.580000
435,2014-01-06,22:28:53.229167,59355.758000
436,2014-01-06,22:29:02.005693,8776.526000
437,2014-01-06,22:29:11.347287,9341.594000
438,2014-01-06,22:29:21.711794,10364.507000
439,2014-01-06,22:29:31.210406,9498.612000
440,2014-01-06,22:29:40.297105,9086.699000
441,2014-01-06,22:30:48.527292,68230.187000
442,2014-01-06,22:31:00.819560,12292.268000
443,2014-01-06,22:31:11.210194,10390.634000
444,2014-01-06,22:31:22.392562,11182.368000
445,2014-01-06,22:31:35.929429,13536.867000
446,2014-01-06,22:31:47.342772,11413.343000
447,2014-01-06,22:31:58.188300,10845.528000
448,2014-01-06,22:32:10.886373,12698.073000
449,2014-01-06,22:32:22.702902,11816.529000
450,2014-01-06,22:32:32.782188,10079.286000
451,2014-01-06,22:32:42.255849,9473.661000
452,2014-01-06,22:32:53.796269,11540.420000
453,2014-01-06,22:33:06.654587,12858.318000
454,2014-01-06,22:33:15.570022,8915.435000
455,2014-01-06,22:33:32.484603,16914.581000
456,2014-01-06,22:33:43.115150,10630.547000
457,2014-01-06,22:33:52.454722,9339.572000
458,2014-01-06,22:34:01.387437,8932.715000
459,2014-01-06,22:34:10.837176,9449.739000
460,2014-01-06,22:34:20.795674,9958.498000
461,2014-01-06,22:34:30.493282,9697.608000
462,2014-01-06,22:34:39.890876,9397.594000
463,2014-01-06,22:34:50.141473,10250.597000
464,2014-01-06,22:34:59.147147,9005.674000
465,2014-01-06,22:35:09.067915,9920.768000
466,2014-01-06,22:35:17.700467,8632.552000
467,2014-01-06,22:35:26.749199,9048.732000
468,2014-01-06,22:35:36.385725,9636.526000
469,2014-01-06,22:35:46.739547,10353.822000
470,2014-01-06,22:35:56.451925,9712.378000
471,2014-01-06,22:36:06.408454,9956.529000
472,2014-01-06,22:36:16.243960,9835.506000
473,2014-01-06,22:36:25.174654,8930.694000
474,2014-01-06,22:36:34.241791,9067.137000
475,2014-01-06,22:36:43.920967,9679.176000
476,2014-01-06,22:36:53.514619,9593.652000
477,2014-01-06,22:37:39.891015,46376.396000
478,2014-01-06,22:37:51.358524,11467.509000
479,2014-01-06,22:38:00.709934,9351.410000
480,2014-01-06,22:38:10.739445,10029.511000
481,2014-01-06,22:38:21.321189,10581.744000
482,2014-01-06,22:38:33.559189,12238.000000
483,2014-01-06,22:38:43.855899,10296.710000
484,2014-01-06,22:38:58.496549,14640.650000
485,2014-01-06,22:39:09.072347,10575.798000
486,2014-01-06,22:39:20.228459,11156.112000
487,2014-01-06,22:39:30.014998,9786.539000
488,2014-01-06,22:39:41.567267,11552.269000
489,2014-01-06,22:39:51.543904,9976.637000
490,2014-01-06,22:40:00.610625,9066.721000
491,2014-01-06,22:40:09.897303,9286.678000
492,2014-01-06,22:40:20.703730,10806.427000
493,2014-01-06,22:40:29.945417,9241.687000
494,2014-01-06,22:40:39.604099,9658.682000
495,2014-01-06,22:40:51.007328,11403.229000
496,2014-01-06,22:41:01.167995,10160.667000
497,2014-01-06,22:41:11.401593,10233.598000
498,2014-01-06,22:41:28.082058,16680.465000
499,2014-01-06,22:41:37.269178,9187.120000
500,2014-01-06,22:41:52.364482,15095.304000
501,2014-01-06,22:42:01.895807,9531.325000
502,2014-01-06,22:42:11.476715,9580.908000
503,2014-01-06,22:42:21.082383,9605.668000
504,2014-01-06,22:44:54.449603,153367.220000
505,2014-01-06,22:45:04.566734,10117.131000
506,2014-01-06,22:45:31.246951,26680.217000
507,2014-01-06,22:45:56.271302,25024.351000
508,2014-01-06,22:46:06.976885,10705.583000
509,2014-01-06,22:46:41.424780,34447.895000
510,2014-01-06,22:46:51.405247,9980.467000
511,2014-01-06,22:47:01.697922,10292.675000
512,2014-01-06,22:47:12.677337,10979.415000
513,2014-01-06,22:47:24.993437,12316.100000
514,2014-01-06,22:47:34.941230,9947.793000
515,2014-01-06,22:47:45.105529,10164.299000
516,2014-01-06,22:47:55.385358,10279.829000
517,2014-01-06,22:48:06.181572,10796.214000
518,2014-01-06,22:48:17.301901,11120.329000
519,2014-01-06,22:48:27.978269,10676.368000
520,2014-01-06,22:48:39.010770,11032.501000
521,2014-01-06,22:49:13.660825,34650.055000
522,2014-01-06,22:49:24.510249,10849.424000
523,2014-01-06,22:50:34.333445,69823.196000
524,2014-01-06,22:50:44.434652,10101.207000
525,2014-01-06,22:50:55.713769,11279.117000
526,2014-01-06,22:51:08.221815,12508.046000
527,2014-01-06,22:51:18.516673,10294.858000
528,2014-01-06,22:51:28.359307,9842.634000
529,2014-01-06,22:51:39.911969,11552.662000
530,2014-01-06,22:51:50.689057,10777.088000
531,2014-01-06,22:52:01.734403,11045.346000
532,2014-01-06,22:52:12.522619,10788.216000
533,2014-01-06,22:52:21.731559,9208.940000
534,2014-01-06,22:52:31.610732,9879.173000
535,2014-01-06,22:52:41.892709,10281.977000
536,2014-01-06,22:52:50.932723,9040.014000
537,2014-01-06,22:53:00.711973,9779.250000
538,2014-01-06,22:53:09.469743,8757.770000
539,2014-01-06,22:53:18.627330,9157.587000
540,2014-01-06,22:53:28.293908,9666.578000
541,2014-01-06,22:53:37.489696,9195.788000
542,2014-01-06,22:53:47.098211,9608.515000
543,2014-01-06,22:53:56.092047,8993.836000
544,2014-01-06,22:54:05.461656,9369.609000
545,2014-01-06,22:54:14.957232,9495.576000
546,2014-01-06,22:54:23.876910,8919.678000
547,2014-01-06,22:54:32.894663,9017.753000
548,2014-01-06,22:54:42.342309,9447.646000
549,2014-01-06,22:54:52.334855,9992.546000
550,2014-01-06,22:55:01.933404,9598.549000
551,2014-01-06,22:55:11.451011,9517.607000
552,2014-01-06,22:55:20.322871,8871.860000
553,2014-01-06,22:55:29.695533,9372.662000
554,2014-01-06,22:55:39.625924,9930.391000
555,2014-01-06,22:55:49.127624,9501.700000
556,2014-01-06,22:55:58.595296,9467.672000
557,2014-01-06,22:56:07.709240,9113.944000
558,2014-01-06,22:56:17.429561,9720.321000
559,2014-01-06,22:56:27.114035,9684.474000
560,2014-01-06,23:38:04.307909,10647.324000
561,2014-01-06,23:38:14.731424,10423.515000
562,2014-01-06,23:38:25.654370,10922.946000
563,2014-01-06,23:38:36.368337,10713.967000
564,2014-01-06,23:38:46.937793,10569.456000
565,2014-01-06,23:38:58.372431,11434.638000
566,2014-01-06,23:39:09.041561,10669.130000
567,2014-01-06,23:39:19.502327,10460.766000
568,2014-01-06,23:39:29.044690,9542.363000
569,2014-01-06,23:39:37.714433,8669.743000
570,2014-01-06,23:39:48.867301,11152.868000
571,2014-01-06,23:39:59.888433,11021.132000
572,2014-01-06,23:40:11.358584,11470.151000
